Year,Link,Publisher
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085970648&doi=10.1186%2fs13063-020-04446-4&partnerID=40&md5=d98865e89701c1df2a02f7195c2d0bb7","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086008491&doi=10.1186%2fs13063-020-04436-6&partnerID=40&md5=2de43d5fe4d0b50a1e0eef0bcabfa705","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085995554&doi=10.1186%2fs12916-020-01633-7&partnerID=40&md5=e88e57646819f9ec12e1dff410955a82","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085963968&doi=10.1186%2fs40463-020-00429-2&partnerID=40&md5=f8ef52ce5ee1874448f60516fa7d3a8b","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086346089&doi=10.1017%2fS0950268820001181&partnerID=40&md5=af0ab368a2206482a334fb9b63ae6d99","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086008252&doi=10.1186%2fs12916-020-01615-9&partnerID=40&md5=fc6969bf9ba36310a7cd2b11ab721be7","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085985290&doi=10.1186%2fs13063-020-04382-3&partnerID=40&md5=099c120ff8071cd0872b65991ea5ff5b","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085978130&doi=10.1136%2fbmj.m2094&partnerID=40&md5=15ceaaa1972d1e6bce7589e430207b81","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085962882&doi=10.2106%2fJBJS.20.00510&partnerID=40&md5=4fd5643884041aa579d8fd1862b42361","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086007723&doi=10.1186%2fs13063-020-04447-3&partnerID=40&md5=f5b0df02ce4946448e5869057e484293","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086007827&doi=10.1186%2fs13063-020-04400-4&partnerID=40&md5=19f3ad768bbc0fd401356525f933853a","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085700376&doi=10.1073%2fpnas.2006874117&partnerID=40&md5=b3c34ac2e1d19686d651a808583ab7f7","National Academy of Sciences"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083195398&doi=10.1080%2f14712598.2020.1752177&partnerID=40&md5=56892591d84e0e162ffd9f7981f66fac","Taylor and Francis Ltd"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086061607&doi=10.3390%2fcells9061383&partnerID=40&md5=a48c213efd8fa7c4d45f8e3b1e30e452","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082648053&doi=10.1080%2f23744235.2020.1744711&partnerID=40&md5=c48917f9ce54c09e18db6385174cc0fe","Taylor and Francis Ltd."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086117724&doi=10.12968%2fbjhc.2020.0057&partnerID=40&md5=0dab047ba6c24491a4f985ba4c899ef1","MA Healthcare Ltd"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084606109&doi=10.1016%2fj.vaccine.2020.04.073&partnerID=40&md5=909b2ea9fb2dc594d8eeb104ab3c161c","Elsevier Ltd"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083757800&doi=10.7326%2fM20-1301&partnerID=40&md5=9d0c69ae7c0cc58f397ec0c82609dc0b","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084490629&doi=10.1016%2fj.ijid.2020.04.063&partnerID=40&md5=ee64a77192357c826c426c5057b3fbdc","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085315064&doi=10.1007%2fs10930-020-09901-4&partnerID=40&md5=9a308b8a907449dec947ebdd231b18c9","Springer"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086317817&doi=10.3390%2fgenes11060637&partnerID=40&md5=fc22a0348f6360c29a0a79f37f6dac19","MDPI AG"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086052170&doi=10.1002%2fcpcy.77&partnerID=40&md5=0bd71c3ff159d2f01a6f0e9584cea783","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085538833&doi=10.4103%2fijo.IJO_1287_20&partnerID=40&md5=03048073b137ddefd52639d665d4f7c1","Wolters Kluwer Medknow Publications"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081543024&doi=10.1002%2fjmv.25726&partnerID=40&md5=a05ef8189be54ee8b4597752c2d779cf","John Wiley and Sons Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084653628&doi=10.1007%2fs12640-020-00219-8&partnerID=40&md5=4e56303778856d7d279b98f761db4c11","Springer"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083574909&doi=10.1016%2fj.jcv.2020.104372&partnerID=40&md5=5f62af99d36ecf7f7d6b99df9e665b5e","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083066964&doi=10.1128%2fAAC.00483-20&partnerID=40&md5=fd2060728d67ec83459216eb5368cdc5","American Society for Microbiology"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083761913&doi=10.1016%2fj.jcv.2020.104384&partnerID=40&md5=bbd1856db65ed9351fa3ea347286b277","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083828993&doi=10.1016%2fj.jcv.2020.104374&partnerID=40&md5=6ac83f135f1b0a06a23a1a655e1f95e5","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083632472&doi=10.1016%2fj.cmi.2020.04.001&partnerID=40&md5=2eb693066451c7dc0e48d8b764aaa08e","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081208379&doi=10.1016%2fj.cca.2020.03.009&partnerID=40&md5=12902133c2d0291d9f4e66fd7fa9e5f1","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085855246&doi=10.1002%2fcpmc.105&partnerID=40&md5=5f221ed2cffbcea1c24b653581e91bf7","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084617137&doi=10.1002%2f2211-5463.12875&partnerID=40&md5=cba9fc6a7cdf6290dff860310a7afa08","Wiley Blackwell"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085713638&doi=10.3390%2fijms21113809&partnerID=40&md5=bfb65585d6cc49c356020da10b7e4aa9","MDPI AG"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081322505&doi=10.1002%2fjmv.25731&partnerID=40&md5=bf6d6d047205b0528168a818ed0873d8","John Wiley and Sons Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083306870&doi=10.1016%2fj.genrep.2020.100682&partnerID=40&md5=24d8ffa3a68b0a1d43400e70e01e94cc","Elsevier Inc"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086041727&doi=10.3390%2fpathogens9060426&partnerID=40&md5=f3e50cb56a85acb03c6a17e1ebea5872","MDPI AG"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083333153&doi=10.3390%2ftropicalmed5020056&partnerID=40&md5=13f645f91fb68d01de16ba8ed6fdb6b3","MDPI AG"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086328199&doi=10.3390%2fvaccines8020290&partnerID=40&md5=d4b7dda2546f5e848b677a7728ca4586","MDPI AG"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085103248&doi=10.3390%2fvaccines8020220&partnerID=40&md5=c6e8c1da0a5d2a274985014875b19a5e","MDPI AG"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083979765&doi=10.1002%2fhed.26200&partnerID=40&md5=a82cb66f4422a7df22d27c71ee33db92","John Wiley and Sons Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086051133&doi=10.21873%2finvivo.11949&partnerID=40&md5=f969f7cec42684ddfaa69efc59aa545f","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086097817&doi=10.1016%2fj.heliyon.2020.e04175&partnerID=40&md5=99111a25037a396fead24d582e6c854d","Elsevier Ltd"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084742958&doi=10.1038%2fs41423-020-0458-z&partnerID=40&md5=d7169cb20274990a863abf204589b75e","Springer Nature"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081579482&doi=10.1002%2fjmv.25754&partnerID=40&md5=ed78569b78af041582b23c412ee6754e","John Wiley and Sons Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083888161&doi=10.1016%2fj.dib.2020.105618&partnerID=40&md5=8588f1766caf2503cd3f3083318aab68","Elsevier Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086103070&doi=10.3390%2fnu12061718&partnerID=40&md5=3af289d79a892f897eba32a8b7c860bf","MDPI AG"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083017858&doi=10.1016%2fj.phrs.2020.104761&partnerID=40&md5=7f579ee806432f1441ad4d43295e5528","Academic Press"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086029689&doi=10.1002%2fepi4.12399&partnerID=40&md5=783a1c1336f2df7f1b2d6ed7c6cad679","Wiley-Blackwell Publishing Ltd"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085068864&doi=10.1016%2fj.ijid.2020.04.057&partnerID=40&md5=988164b3524d05ef20b3553b69cdd985","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086051384&doi=10.21873%2finvivo.11946&partnerID=40&md5=87146b667a45bf316d154af9ac4839d6","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083010815&doi=10.1016%2fj.envint.2020.105730&partnerID=40&md5=d91a72dfd55390b4e966e62dba7e811c","Elsevier Ltd"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085876256&doi=10.3390%2fpathogens9060430&partnerID=40&md5=bc5655f144864ba297956d31c8600d28","MDPI AG"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083339749&doi=10.1016%2fj.synbio.2020.03.002&partnerID=40&md5=1bef2a4380b05dfcaec5f29e6f34b2e3","KeAi Communications Co."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081973139&doi=10.1002%2fjmv.25761&partnerID=40&md5=f24517404479a3cde0e08f7e16a4ab73","John Wiley and Sons Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082028740&doi=10.1002%2fjmv.25762&partnerID=40&md5=94714c3253c5f324b09e3bd78efe88df","John Wiley and Sons Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085527106&doi=10.1016%2fj.diabres.2020.108228&partnerID=40&md5=f0aed7554f5980c98c12210df52a7e34","Elsevier Ireland Ltd"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085688092&doi=10.3390%2fv12060588&partnerID=40&md5=89dd2f1689c120bf1822181d69f31abe","MDPI AG"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085904763&doi=10.3390%2fijms21113793&partnerID=40&md5=b983addc77d8b803da9caf6a565edb81","MDPI AG"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085046896&doi=10.1016%2fj.cytox.2020.100029&partnerID=40&md5=4d880995c40e08eea976c874f3cc4e16","Academic Press"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083211218&doi=10.1055%2fa-1152-2341&partnerID=40&md5=d7944539ba2fa6b56b730405cfff2668","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084616528&doi=10.1002%2fphar.2410&partnerID=40&md5=dd7d9982d833d8aaea089497c6cac753","Pharmacotherapy Publications Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085905127&partnerID=40&md5=d7ae15c79b8697469290f39a0774f7e1","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083289137&doi=10.1016%2fj.dib.2020.105526&partnerID=40&md5=600f0e4da964a99e9f3e8124d74b1103","Elsevier Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083883385&doi=10.1016%2fj.jcv.2020.104346&partnerID=40&md5=a481e62d4cd487b087f033c93c40580b","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084489157&doi=10.1007%2fs42242-020-00075-7&partnerID=40&md5=cd23844b25fa68aa62438d9c20342435","Springer"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082622455&doi=10.5694%2fmja2.50569&partnerID=40&md5=093289542c597c33eaae719b26d1dfaf","John Wiley and Sons Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086014512&doi=10.3390%2fbrainsci10060345&partnerID=40&md5=2b6055a064c03e625113a300aa1e027c","MDPI AG"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085884384&doi=10.3390%2fijms21113916&partnerID=40&md5=982126cb7a03e1277ab92374ee3788c4","MDPI AG"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084968875&doi=10.1016%2fj.ijid.2020.04.009&partnerID=40&md5=58edfcac66ac5f63e7f2c6d03c2e2470","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085730948&doi=10.3390%2fs20113121&partnerID=40&md5=a6032383ba70c105565bb58f739250e8","MDPI AG"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086041348&doi=10.1002%2fbiot.202000152&partnerID=40&md5=852110489e89c8bf00a9a446da3d8ce4","Wiley-VCH Verlag"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083343210&doi=10.1016%2fj.clim.2020.108410&partnerID=40&md5=35c22513842aed9155732a75aab880c4","Academic Press Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083545567&partnerID=40&md5=37a6c9b414ac34dfcde0050d624de454","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084415000&doi=10.1177%2f1089253220921590&partnerID=40&md5=2063e1b8cb3d9acd2cee9c8238d3e0c8","SAGE Publications Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086053051&doi=10.21873%2finvivo.11952&partnerID=40&md5=8093a5df3030908fc9074e1a15e29547","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081694707&doi=10.1002%2fjmv.25749&partnerID=40&md5=5a8fc50dfa260f350abaf37ec6f9bc36","John Wiley and Sons Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086052441&doi=10.1152%2fajprenal.00160.2020&partnerID=40&md5=3bec39f93a00dd335716eabbab01dbe9","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085491117&doi=10.3390%2fvaccines8020236&partnerID=40&md5=7504df24dddf65159e5335a959723d3b","MDPI AG"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084616511&doi=10.1007%2fs12975-020-00818-9&partnerID=40&md5=337465196742d95c784dd635ae237207","Springer"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083982481&doi=10.1007%2fs00068-020-01377-2&partnerID=40&md5=6ba66d021785186f3f523ee334750d48","Springer"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083960713&doi=10.1007%2fs10620-020-06285-4&partnerID=40&md5=8e447eb1437e98bad05c86f85c785fbb","Springer"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083496226&doi=10.1016%2fj.ijsu.2020.04.051&partnerID=40&md5=ca06983167ca00822a7e205f7371383d","Elsevier Ltd"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083526491&doi=10.1007%2fs40121-020-00295-5&partnerID=40&md5=407aae601e9c29ab237ec193eeed096f","Adis"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086052575&doi=10.21873%2finvivo.11953&partnerID=40&md5=5f95cdafdc6cb857a1d07003bf7ccf23","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083775268&doi=10.1016%2fj.kint.2020.03.018&partnerID=40&md5=468d632b065e88da0a34964d66c995af","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084323147&doi=10.1007%2fs11096-020-01049-6&partnerID=40&md5=519d2141a9afa858bdeb1055373cca98","Springer"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084167753&partnerID=40&md5=1cb60ead6cdbe0168a8d67fc9ee36bfc","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083545460&partnerID=40&md5=6c14a3187cba1eef63c9689e7f322018","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083671764&doi=10.1007%2fs12015-020-09976-7&partnerID=40&md5=960931ee97bcb6f138d8b5e8eb36f0cf","Springer"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083419291&doi=10.1002%2fphar.2403&partnerID=40&md5=e97cd28544f3e7201d2e63f5607bd7b2","Pharmacotherapy Publications Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081240462&doi=10.1016%2fj.onehlt.2020.100124&partnerID=40&md5=92f4f216c0d12917075b6d3b4ff557f8","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085997097&doi=10.4103%2fijph.IJPH_466_20&partnerID=40&md5=79be15b673c7fc9d35d345f4da1fd80f","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083358166&doi=10.1016%2fj.oraloncology.2020.104684&partnerID=40&md5=d871fad36d88c4c22630657c90085246","Elsevier Ltd"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086133060&doi=10.3390%2fmicroorganisms8060850&partnerID=40&md5=eebdfb858a5f4a1f8ffe4570afe915c9","MDPI AG"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085324929&doi=10.1007%2fs11547-020-01217-8&partnerID=40&md5=20a6bd50ed2bddaa066a0ab6b6e26816","Springer"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084513142&doi=10.1016%2fj.compbiomed.2020.103749&partnerID=40&md5=4931be3b990da20ff44be9fe4e27b67e","Elsevier Ltd"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083184213&doi=10.1634%2ftheoncologist.2020-0213&partnerID=40&md5=b766744e52acf3e52329836e1c1c38a8","Wiley-Blackwell"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085636317&doi=10.3390%2fv12060582&partnerID=40&md5=b37ac77a08cf5360c2013c0177bdf9a2","MDPI AG"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082856980&doi=10.1016%2fj.antiviral.2020.104791&partnerID=40&md5=88e5f624119db5ec486adf81185ab9cd","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083965926&doi=10.1007%2fs40121-020-00300-x&partnerID=40&md5=dd33232c7640762ccd07bf30503fe1c4","Adis"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083443029&doi=10.1016%2fj.fri.2020.200378&partnerID=40&md5=d40d75adadad842b78fde4f36145166b","Elsevier Ltd"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085340620&doi=10.1007%2fs40037-020-00592-2&partnerID=40&md5=e5c701dec731e2a252b1bafedf91de99","Bohn Stafleu van Loghum"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085999795&doi=10.4103%2fijph.IJPH_491_20&partnerID=40&md5=28f4cc244717d9b29744561a699ec6ed","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083423202&doi=10.1177%2f0194599820920649&partnerID=40&md5=023a6e6514c9cb3ef3c2698606aba5bc","SAGE Publications Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081898447&doi=10.1002%2fjmv.25743&partnerID=40&md5=79e247e37cb00933d723a3b6958183c3","John Wiley and Sons Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086122755&doi=10.3390%2fijerph17114047&partnerID=40&md5=5c8664a6d9b7d2723cdbfe3d6a61e2cf","MDPI AG"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085215042&doi=10.3390%2fvaccines8020224&partnerID=40&md5=0923b83834a30aac00212d24a0e5249e","MDPI AG"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084617596&doi=10.1016%2fj.ijid.2020.04.031&partnerID=40&md5=abbc4833c64fdbcff4aa5a25704cc279","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085675560&doi=10.3390%2fmedicina56060261&partnerID=40&md5=2fc4d5059f365c28e54b26a90ef8c6ce","MDPI AG"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083160553&doi=10.1016%2fj.ajog.2020.03.021&partnerID=40&md5=208676facbfde8746812e33f86de45c8","Mosby Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084616967&doi=10.1096%2ffj.202000654R&partnerID=40&md5=0f97dc6ab9497ca5ad7b3ffc13d2987a","John Wiley and Sons Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083721542&doi=10.1016%2fj.resp.2020.103443&partnerID=40&md5=fed925db794a988dfba6254ed620b343","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085562631&doi=10.1016%2fj.btre.2020.e00467&partnerID=40&md5=b222a68b483a89f43ca9e26c7b9f39be","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083172365&doi=10.1002%2fuog.22034&partnerID=40&md5=f495ee51b51328a1643b60ba829ade51","John Wiley and Sons Ltd"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086151825&doi=10.3390%2fijerph17114051&partnerID=40&md5=17545e4d5bde911c672a3e08145d2bca","MDPI AG"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084469877&doi=10.1158%2f2159-8290.CD-20-0422&partnerID=40&md5=014ab07dd959d424a83346ed1afe6e6f","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085300306&doi=10.1007%2fs00194-020-00401-4&partnerID=40&md5=7a02749826fef5a4573f5f05100386fc","Springer Medizin"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083681879&doi=10.1002%2fhed.26171&partnerID=40&md5=03e6b666a2f205e5d5414523489253fe","John Wiley and Sons Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083544414&partnerID=40&md5=3d64329329bd017d8fe789ca398514b5","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084728491&doi=10.1016%2fj.ando.2020.05.001&partnerID=40&md5=241bad25fe54b1bec3dfa30e79dc5dee","Elsevier Masson SAS"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083090683&doi=10.1016%2fj.jcv.2020.104356&partnerID=40&md5=c5e57398fded76967ed48cca37163dd9","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081702276&doi=10.1016%2fj.jcrc.2020.03.005&partnerID=40&md5=afc5b617ea6e0e71aa48ec2cc302e276","W.B. Saunders"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083865713&doi=10.1097%2fFTD.0000000000000761&partnerID=40&md5=1c118ebee5654f0c36305507050142e1","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086007705&doi=10.1055%2fa-1114-3699&partnerID=40&md5=f8df13560ed58a262845276a3a0317bf","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086007863&doi=10.21873%2finvivo.11948&partnerID=40&md5=f8ed32896ee6ba74336bb572cec1b8f8","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083865865&doi=10.1111%2fjth.14848&partnerID=40&md5=13dd6a4f7c3a5b716f66611dd324e8d2","Blackwell Publishing Ltd"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081614187&doi=10.1007%2fs40475-020-00201-6&partnerID=40&md5=6594991fc09fbadf108d82da2827020e","Springer"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085305168&doi=10.1007%2fs11095-020-02842-8&partnerID=40&md5=ed4c2383142f79d95308e642cafdb723","Springer"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083885463&doi=10.1016%2fj.jcv.2020.104377&partnerID=40&md5=f3e3302289c1ed434b455b5060ecfd7c","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085341353&doi=10.1007%2fs00106-020-00891-4&partnerID=40&md5=5791fb76680997977f16a3cd789538c9","Springer Medizin"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082947839&doi=10.1002%2fppul.24763&partnerID=40&md5=2409e1038221e1103fc08af2943e66a1","John Wiley and Sons Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083177968&doi=10.1016%2fj.antiviral.2020.104787&partnerID=40&md5=c7397c686304861228a71eee00a97727","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083997924&doi=10.1007%2fs13738-020-01939-6&partnerID=40&md5=abd34d454b2783248b56e4465deaa71a","Springer"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086051123&doi=10.21873%2finvivo.11954&partnerID=40&md5=12b396d25bc1464deb1c191af0b2cee1","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086052085&doi=10.2217%2fimt-2020-0095&partnerID=40&md5=087fc1942b5b0a3033403b3c97ca937d","Future Medicine Ltd."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086158035&partnerID=40&md5=f707bb20907074c10752267d0f17bdf8","National Institute of Science Communication and Information Resources (NISCAIR)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084001795&doi=10.1002%2fhed.26189&partnerID=40&md5=3860526588336fbd98d8f5e23bc191ca","John Wiley and Sons Inc."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083865744&doi=10.1016%2fj.jmoldx.2020.03.006&partnerID=40&md5=c81221ee33cd35dcd6cc2a3cfd9939ef","Elsevier B.V."
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083244401&doi=10.1093%2fbioinformatics%2fbtaa224&partnerID=40&md5=6c22d6662b1e8a11f8810044fc5c9859","NLM (Medline)"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084591402&doi=10.1007%2fs00048-020-00257-5&partnerID=40&md5=b00307c833ccccd81d510b78dfd747c3","Birkhauser"
2020,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084207153&doi=10.1007%2fs10096-020-03913-9&partnerID=40&md5=8c23f48b9e9f110346acf3c10ffb88a8","Springer"
