"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084834959&doi=10.1016%2fj.ssci.2020.104830&partnerID=40&md5=c731a71ac437dde2d7aa528c9254ca2a"",""Ethylene"	 Health risks	 Ionizing radiation	 Protective clothing	 Distance measure	 Ethylene oxides	 General population	 High temperature	 Hydrogen peroxide vapors	 Personal protective equipment	 Safety protocols	 Scientific literature	 Manufacture	 alcohol	 ethylene oxide	 hydrogen peroxide	 Article	 coronavirus disease 2019	 disinfection	 heat	 human	 instrument sterilization	" Health risks; Ionizing radiation; Protective clothing; Distance measure; Ethylene oxides; General population; High temperature; Hydrogen peroxide vapors; Personal protective equipment; Safety protocols; Scientific literature; Manufacture; alcohol; ethylene oxide; hydrogen peroxide; Article; coronavirus disease 2019; disinfection; heat; human"	 microwave radiation	 moist heat	 nonhuman	 pandemic	 priority journal	 recycling	" ultraviolet radiation"""																																																																																																																																																																																																									
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085262366&doi=10.1016%2fj.clinimag.2020.04.042&partnerID=40&md5=57f78e599aa5832c075c79832946b59d"",""Biological organs"	 Computerized tomography	 Diseases	 Glass	 Hospitals	 Nucleic acids	 Opacity	 Silicon	 Clinical signs	 Disease severity	 Ground-glass opacity	 Lesion detection	 Mortality rate	 Pleural effusion	 Pulmonary fibrosis	 Severe acute respiratory syndrome coronavirus	 Diagnosis	 adolescent	 adult	 aged	 anorexia	 Article	" Computerized tomography; Diseases; Glass; Hospitals; Nucleic acids; Opacity; Silicon; Clinical signs; Disease severity; Ground-glass opacity; Lesion detection; Mortality rate; Pleural effusion; Pulmonary fibrosis; Severe acute respiratory syndrome coronavirus; Diagnosis; adolescent; adult; aged; anorexia"	 child	 clinical feature	 computer assisted tomography	 coronavirus disease 2019	 coughing	 disease severity	 fatigue	 female	 fever	 follow up	 hospital discharge	 human	 image analysis	 infant	 length of stay	 lung fibrosis	 major clinical study	 male	 mortality rate	 newborn	 nucleic acid analysis	 pleura effusion	 priority journal	 remission	 retrospective study	 Severe acute respiratory syndrome coronavirus 2	" very elderly"""																																																																																																																																																																																					
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086008866&doi=10.1016%2fj.chaos.2020.109953&partnerID=40&md5=d864abd71a375b86c1927632307fda40"",""Cell proliferation"	 Sensitivity analysis	 Transmissions	 Viruses	 Epidemiological modeling	 Exposed to	 Global stability	 Lyapunov's functions	 Reproduction numbers	 Transmission rates	" Diseases"""												" Sensitivity analysis; Transmissions; Viruses; Epidemiological modeling; Exposed to; Global stability; Lyapunov's functions; Reproduction numbers; Transmission rates; Diseases"";;;;;;;;;;"																																																																																																																																																																																																																
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085369961&doi=10.1016%2fj.oraloncology.2020.104821&partnerID=40&md5=d6f1bc9deab1d3da27ee6ddf540a3dcd"",""coronavirus disease 2019"	 disease association	 disease transmission	 health care personnel	 human	 hyposalivation	 pandemic	 priority journal	 Review	 saliva	 salivary gland	 salivary gland disease	" sialoadenitis"""										" disease association; disease transmission; health care personnel; human; hyposalivation; pandemic; priority journal; Review; saliva; salivary gland; salivary gland disease; sialoadenitis"";;;;;;;;"																																																																																																																																																																																																																
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086133647&doi=10.1016%2fj.thromres.2020.06.015&partnerID=40&md5=7da9acb1dab6da4e99bc8b896dad0589"","																						";;;;;;;;;;;;;;;;;;;"																																																																																																																																																																																																																
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085599238&doi=10.1016%2fj.phrs.2020.104951&partnerID=40&md5=18f02714d113e9d4ff7aa0a5223b1447"",""immunoglobulin G"	 child health	 coronavirus disease 2019	 disease association	 disease course	 early intervention	 human	 Letter	 medication therapy management	 mucocutaneous lymph node syndrome	 onset age	 priority journal	 Severe acute respiratory syndrome coronavirus 2	" symptom"""									" child health; coronavirus disease 2019; disease association; disease course; early intervention; human; Letter; medication therapy management; mucocutaneous lymph node syndrome; onset age; priority journal; Severe acute respiratory syndrome coronavirus 2; symptom"";;;;;;;"																																																																																																																																																																																																																
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085067426&doi=10.1016%2fj.mehy.2020.109754&partnerID=40&md5=2b647ef292dfcee13adeb888d3caa7af"",""antivirus agent"	 arbidol	 azauracil	 beta interferon	 chloroquine	 deoxyribonucleoside	 deoxyribose	 exoribonuclease	 favipiravir	 fluorouracil	 hydroxychloroquine sulfate	 lopinavir plus ritonavir	 purine nucleoside phosphorylase	 remdesivir	 ribavirin	 thymidine phosphorylase	 uracil phosphoribosyltransferase	 acute myeloid leukemia	 Article	 autoimmune disease	 bacterium colony	 Chinese medicine	" arbidol; azauracil; beta interferon; chloroquine; deoxyribonucleoside; deoxyribose; exoribonuclease; favipiravir; fluorouracil; hydroxychloroquine sulfate; lopinavir plus ritonavir; purine nucleoside phosphorylase; remdesivir; ribavirin; thymidine phosphorylase; uracil phosphoribosyltransferase; acute myeloid leukemia; Article; autoimmune disease; bacterium colony"	 coronavirus disease 2019	 Democratic Republic Congo	 Ebolavirus	 Escherichia coli	 head and neck cancer	 human	 lymphatic leukemia	 medical research	 Middle East respiratory syndrome coronavirus	 MNGIE syndrome	 neurologic disease	 nonhuman	 pancreas cancer	 pneumonia	 practice guideline	 SARS coronavirus	 systematic review	" virus replication"""																																																																																																																																																																																														
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086132781&doi=10.1016%2fj.virusres.2020.198043&partnerID=40&md5=7b53f24dc253b6fca225a8e50145e495"","																						";;;;;;;;;;;;;;;;;;;"																																																																																																																																																																																																																
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084519303&doi=10.1016%2fj.scitotenv.2020.139298&partnerID=40&md5=d88bbf0564b4cc7fb09c0afaa71f4e8f"",""Epidemiology"	 Sewage	 Viruses	 Wastewater treatment	 Early warning	 Indicator methods	 Monitoring tools	 Outbreak detection	 Pathogenic virus	 Sewage epidemiologies	 Untreated wastewater	 Wastewater treatment plants	 Polymerase chain reaction	 nucleic acid	 COVID-19	 detection method	 disease spread	 epidemiology	 polymerase chain reaction	 sewage	 viral disease	 Article	" Sewage; Viruses; Wastewater treatment; Early warning; Indicator methods; Monitoring tools; Outbreak detection; Pathogenic virus; Sewage epidemiologies; Untreated wastewater; Wastewater treatment plants; Polymerase chain reaction; nucleic acid; COVID-19; detection method; disease spread; epidemiology; polymerase chain reaction; sewage; viral disease"	 enzyme linked immunosorbent assay	 epidemic	 feces	 human	 nonhuman	 nucleic acid analysis	 polymerase chain reaction	 priority journal	 Severe acute respiratory syndrome coronavirus 2	 sewage	 virus detection	 virus genome	 waste water	 waste water treatment plant	 water sampling	 Norovirus	 Poliovirus	" SARS coronavirus"""																																																																																																																																																																																														
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084335133&doi=10.1016%2fj.scitotenv.2020.139297&partnerID=40&md5=dd0805dec7d6de89bec5a24b03559257"",""Atmospheric humidity"	 Losses	 Nitrogen oxides	 Satellite imagery	 Silver	 Absolute humidity	 Aerosol optical depths	 Anthropogenic activity	 Atmospheric pollutants	 Global environment	 Human-to-human transmission	 Severe acute respiratory syndrome coronavirus	 Substantial reduction	 Diseases	 carbon monoxide	 nitrogen dioxide	 aerosol	 carbon monoxide	 COVID-19	 disease transmission	 environmental impact assessment	 infectious disease	" Losses; Nitrogen oxides; Satellite imagery; Silver; Absolute humidity; Aerosol optical depths; Anthropogenic activity; Atmospheric pollutants; Global environment; Human-to-human transmission; Severe acute respiratory syndrome coronavirus; Substantial reduction; Diseases; carbon monoxide; nitrogen dioxide; aerosol; carbon monoxide; COVID-19; disease transmission; environmental impact assessment"	 nitrogen dioxide	 optical depth	 respiratory disease	 severe acute respiratory syndrome	 aerosol	 age	 air pollution control	 air quality	 Article	 climate	 coronavirus disease 2019	 correlation analysis	 disease transmission	 environmental impact	 environmental temperature	 epidemic	 Europe	 human	 human activities	 humidity	 mortality rate	 North America	 optical depth	 pandemic	 prevalence	 priority journal	 satellite imagery	 Severe acute respiratory syndrome coronavirus 2	 Europe	 North America	 Coronavirus	" SARS coronavirus"""																																																																																																																																																																																
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085192041&doi=10.1016%2fj.gene.2020.144792&partnerID=40&md5=baa11dadf6128141fb9870b2be8ce8cb"",""antivirus agent"	 furin	 protein Nsp1	 protein ORF8	 protein RdRp	 unclassified drug	 viral protein	 coronavirus spike glycoprotein	 spike protein, SARS-CoV-2	 viral protein	 coronavirus disease 2019	 disease transmission	 epidemic	 gene deletion	 gene insertion	 gene isolation	 gene location	 gene mutation	 high throughput sequencing	 human	 immunotherapy	 Letter	" furin; protein Nsp1; protein ORF8; protein RdRp; unclassified drug; viral protein; coronavirus spike glycoprotein; spike protein, SARS-CoV-2; viral protein; coronavirus disease 2019; disease transmission; epidemic; gene deletion; gene insertion; gene isolation; gene location; gene mutation; high throughput sequencing; human; immunotherapy"	 mortality rate	 phylogeny	 priority journal	 protein binding	 Severe acute respiratory syndrome coronavirus 2	 single nucleotide polymorphism	 treatment response	 virus genome	 virus virulence	 antiviral resistance	 Asia	 Betacoronavirus	 classification	 Coronavirus infection	 Europe	 genetics	 pandemic	 point mutation	 virology	 virus pneumonia	 Western Hemisphere	 Americas	 Asia	 Betacoronavirus	 Coronavirus Infections	 Drug Resistance, Viral	 Europe	 Genome, Viral	 Humans	 Pandemics	 Phylogeny	 Pneumonia, Viral	 Point Mutation	 Polymorphism, Single Nucleotide	 Spike Glycoprotein, Coronavirus	" Viral Proteins"""																																																																																																																																																																												
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084617113&doi=10.1016%2fj.scitotenv.2020.139178&partnerID=40&md5=28880876f0c66d4afdf485df76776b52"",""Betacoronavirus"	 Coronavirus infection	 human	 pandemic	 virus pneumonia	 Betacoronavirus	 Coronavirus Infections	 Humans	 Pandemics	" Pneumonia, Viral"""													" Coronavirus infection; human; pandemic; virus pneumonia; Betacoronavirus; Coronavirus Infections; Humans; Pandemics; Pneumonia, Viral"";;;;;;;;;;;"																																																																																																																																																																																																																
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084308852&doi=10.1016%2fj.scitotenv.2020.139211&partnerID=40&md5=61c9e1e3b93e9fcf576bbb55db836ca1"",""Air quality"	 Regression analysis	 Temperature	 Transmissions	 Viruses	 Affecting factors	 Air quality indices	 Confidence interval	 Effects of temperature	 Meteorological factors	 Meteorological variables	 Poisson regression models	 Severe acute respiratory syndrome	 Diseases	 air quality	 COVID-19	 disease spread	 disease transmission	 environmental effect	 epidemiology	 humidity	 pathogen	" Regression analysis; Temperature; Transmissions; Viruses; Affecting factors; Air quality indices; Confidence interval; Effects of temperature; Meteorological factors; Meteorological variables; Poisson regression models; Severe acute respiratory syndrome; Diseases; air quality; COVID-19; disease spread; disease transmission; environmental effect; epidemiology; humidity"	 severe acute respiratory syndrome	 temperature effect	 air quality	 Article	 China	 coronavirus disease 2019	 environmental aspects and related phenomena	 epidemic	 human	 humidity	 information processing	 meteorology	 Middle East respiratory syndrome	 nonhuman	 priority journal	 risk factor	 severe acute respiratory syndrome	 Severe acute respiratory syndrome coronavirus 2	 temperature measurement	 virus transmission	 Betacoronavirus	 city	 Coronavirus infection	 pandemic	 virus pneumonia	 China	 Coronavirus	 SARS coronavirus	 Betacoronavirus	 China	 Cities	 Coronavirus Infections	 Humans	 Pandemics	" Pneumonia, Viral"""																																																																																																																																																																													
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085044020&doi=10.1016%2fj.lfs.2020.117831&partnerID=40&md5=366844eb4eb54a6d9af47493816794eb"",""5,7 dimethoxyflavan 4' o beta dextro glucopyranoside"	 aciclovir	 antivirus agent	 boceprevir	 bonducellpin D	 caesalmin B	 dolutegravir	 ganciclovir	 lopinavir	 main protease	 nelfinavir	 nevirapine	 oseltamivir	 phytochemical	 raltegravir	 simeprevir	 unclassified drug	 virus enzyme	 zanamivir	 zidovudine	 antiviral activity	 Article	" aciclovir; antivirus agent; boceprevir; bonducellpin D; caesalmin B; dolutegravir; ganciclovir; lopinavir; main protease; nelfinavir; nevirapine; oseltamivir; phytochemical; raltegravir; simeprevir; unclassified drug; virus enzyme; zanamivir; zidovudine; antiviral activity"	 controlled study	 drug screening	 hydrogen bond	 hydrophobicity	 Middle East respiratory syndrome coronavirus	 molecular docking	 nonhuman	" Severe acute respiratory syndrome coronavirus 2"""																																																																																																																																																																																																								
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084824306&doi=10.1016%2fj.watres.2020.115942&partnerID=40&md5=efc3c5cad28bc48080af55ddf1d99d13"",""Aluminum hydroxide"	 Diagnosis	 Diseases	 Magnesium alloys	 Polymerase chain reaction	 RNA	 Viruses	 Wastewater treatment	 Average recovery	 Concentration method	 Environmental surveillance	 Iberian Peninsula	 Porcine epidemic diarrhea virus	 Severe acute respiratory syndrome coronavirus	 Tertiary effluent	 Untreated wastewater	 Effluents	 aluminum hydroxide	 virus RNA	 disease prevalence	 RNA	 severe acute respiratory syndrome	" Diagnosis; Diseases; Magnesium alloys; Polymerase chain reaction; RNA; Viruses; Wastewater treatment; Average recovery; Concentration method; Environmental surveillance; Iberian Peninsula; Porcine epidemic diarrhea virus; Severe acute respiratory syndrome coronavirus; Tertiary effluent; Untreated wastewater; Effluents; aluminum hydroxide; virus RNA; disease prevalence; RNA"	 virus	 adsorption	 Article	 city	 concentration (parameter)	 coronavirus disease 2019	 effluent	 human	 Mengo virus	 monitoring	 nonhuman	 Porcine epidemic diarrhea virus	 precipitation	 prevalence	 priority journal	 real time reverse transcription polymerase chain reaction	 Severe acute respiratory syndrome coronavirus 2	 Spain	 waste water	 waste water treatment plant	 Iberian Peninsula	 Murcia [Spain]	 Spain	 Coronavirus	 Mengo virus	 Porcine epidemic diarrhea virus	 RNA viruses	 SARS coronavirus	" Sus"""																																																																																																																																																																																			
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085353778&doi=10.1016%2fj.lfs.2020.117842&partnerID=40&md5=94cf4481d41e5871fd56afb3a5f8e906"",""activating transcription factor 6"	 andrographolide	 melatonin	 protein IRE1	 protein kinase R	 viral protein	 antiviral activity	 binding site	 coronavirus disease 2019	 downstream processing	 drug targeting	 endoplasmic reticulum stress	 human	 molecular interaction	 pathogenesis	 Review	" Severe acute respiratory syndrome coronavirus 2"""						" andrographolide; melatonin; protein IRE1; protein kinase R; viral protein; antiviral activity; binding site; coronavirus disease 2019; downstream processing; drug targeting; endoplasmic reticulum stress; human; molecular interaction; pathogenesis; Review; Severe acute respiratory syndrome coronavirus 2"";;;;"																																																																																																																																																																																																																
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084087791&doi=10.1016%2fj.scitotenv.2020.138996&partnerID=40&md5=013db75de45945d33dcfe9a2803d6486"",""Viruses"	 Coronaviruses	 Global health	 Infectious disease	 Johns hopkins universities	 Preventive measures	 Research activities	 Severe acute respiratory syndrome coronavirus	 Wuhan , China	 Diseases	 antiinfective agent	 antipyretic agent	 COVID-19	 disease control	 disease spread	 epidemic	 severe acute respiratory syndrome	 viral disease	 adult respiratory distress syndrome	 artificial ventilation	 contamination	 coronavirus disease 2019	" Coronaviruses; Global health; Infectious disease; Johns hopkins universities; Preventive measures; Research activities; Severe acute respiratory syndrome coronavirus; Wuhan , China; Diseases; antiinfective agent; antipyretic agent; COVID-19; disease control; disease spread; epidemic; severe acute respiratory syndrome; viral disease; adult respiratory distress syndrome; artificial ventilation; contamination"	 disinfection	 emergency	 endotracheal intubation	 environmental factor	 evolution	 fever	 gene sequence	 geographic distribution	 global health	 hand washing	 health hazard	 human	 infection prevention	 nonhuman	 nucleic acid amplification	 oxygen therapy	 pandemic	 priority journal	 quarantine	 Review	 sepsis	 serology	 Severe acute respiratory syndrome coronavirus 2	 social isolation	 symptomatology	 thorax radiography	 virus pathogenesis	 virus replication	 virus transmission	 winter	 Betacoronavirus	 Coronavirus infection	 global health	 virus pneumonia	 Baltimore	 Maryland	 United States	 Coronavirus	 SARS coronavirus	 Betacoronavirus	 Coronavirus Infections	 Global Health	 Pandemics	" Pneumonia, Viral"""																																																																																																																																																																				
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084043552&doi=10.1016%2fj.scitotenv.2020.138875&partnerID=40&md5=1a7910f94badadcb1aef016f2f28b3d4"",""Computational methods"	 Diagnosis	 Epidemiology	 Population statistics	 Travel time	 Computational analysis	 Global economics	 Local conditions	 Medical screening	 Orders of magnitude	 Population sizes	 Specific location	 Two-step process	 Monitoring	 COVID-19	 epidemiology	 infectious disease	 respiratory disease	 severe acute respiratory syndrome	 temperature effect	 wastewater	 Article	" Diagnosis; Epidemiology; Population statistics; Travel time; Computational analysis; Global economics; Local conditions; Medical screening; Orders of magnitude; Population sizes; Specific location; Two-step process; Monitoring; COVID-19; epidemiology; infectious disease; respiratory disease; severe acute respiratory syndrome; temperature effect; wastewater"	 computer simulation	 coronavirus disease 2019	 cost control	 disease surveillance	 feasibility study	 geographic distribution	 global health	 human	 mathematical analysis	 nonhuman	 pandemic	 population size	 priority journal	 resource management	 seasonal variation	 Severe acute respiratory syndrome coronavirus 2	 waste water	 wastewater based epidemiology	 water temperature	 Betacoronavirus	 Coronavirus infection	 Louisiana	 New York	 pandemic	 virus pneumonia	 China	 Detroit	 Hubei	 Iran	 Italy	 Lombardy	 Louisiana	 Madrid [Spain]	 Michigan	 Milan [Milano]	 Milano [Lombardy]	 New Orleans	 New York [United States]	 Seattle	 Spain	 Tehran [Iran]	 United States	 Washington [United States]	 Wuhan	 Coronavirus	 SARS coronavirus	 Betacoronavirus	 Coronavirus Infections	 Feasibility Studies	 Humans	 New Orleans	 New York City	 Pandemics	 Pneumonia, Viral	" Wastewater-Based Epidemiological Monitoring"""																																																																																																																																																									
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085740631&doi=10.1016%2fj.jneuroim.2020.577282&partnerID=40&md5=fca65d9a598102c96b18c17c1928374e"",""beta interferon"	 C reactive protein	 CXCL9 chemokine	 fingolimod	 gamma interferon inducible protein 10	 glatiramer	 hemoglobin	 hydroxychloroquine	 interleukin 8	 lopinavir plus ritonavir	 mitoxantrone	 monocyte chemotactic protein 1 inhibitor	 paracetamol	 RANTES	 teriflunomide	 adult	 Article	 B lymphocyte	 body mass	 case report	 clinical article	 coronavirus disease 2019	" C reactive protein; CXCL9 chemokine; fingolimod; gamma interferon inducible protein 10; glatiramer; hemoglobin; hydroxychloroquine; interleukin 8; lopinavir plus ritonavir; mitoxantrone; monocyte chemotactic protein 1 inhibitor; paracetamol; RANTES; teriflunomide; adult; Article; B lymphocyte; body mass; case report; clinical article"	 flow cytometry	 hospital discharge	 hospitalization	 human	 lymphocytopoiesis	 middle aged	 multiple sclerosis	 priority journal	 real time reverse transcription polymerase chain reaction	 staining	 T lymphocyte	" virus pneumonia"""																																																																																																																																																																																																				
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084064788&doi=10.1016%2fj.scitotenv.2020.139087&partnerID=40&md5=c5e4a39ae942cf5e962870bbd597beed"",""Air quality"	 Social aspects	 Air pollutant concentrations	 Nitrogen monoxide	 Ozone concentration	 State governments	 Urban areas	 Vehicle traffic	 World Health Organization	 Economic and social effects	 nitric oxide	 air quality	 atmospheric pollution	 concentration (composition)	 COVID-19	 environmental impact	 viral disease	 World Health Organization	 air pollutant	 air quality	 Article	 Brazil	" Social aspects; Air pollutant concentrations; Nitrogen monoxide; Ozone concentration; State governments; Urban areas; Vehicle traffic; World Health Organization; Economic and social effects; nitric oxide; air quality; atmospheric pollution; concentration (composition); COVID-19; environmental impact; viral disease; World Health Organization; air pollutant; air quality; Article"	 coronavirus disease 2019	 death	 economic aspect	 environmental impact assessment	 government	 human	 motor vehicle	 nonhuman	 ozone layer	 pandemic	 partial lockdown	 priority journal	 Sao Paulo (state)	 social aspect	 social distancing	 traffic	 urban area	 air pollution	 Betacoronavirus	 Coronavirus infection	 virus pneumonia	 Brazil	 Sao Paulo [Brazil]	 Sao Paulo [Sao Paulo (STT)]	 SARS coronavirus	 Air Pollutants	 Air Pollution	 Betacoronavirus	 Brazil	 Coronavirus Infections	 Humans	 Pandemics	" Pneumonia, Viral"""																																																																																																																																																																															
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085330881&doi=10.1016%2fj.lfs.2020.117839&partnerID=40&md5=7abd10badca7478f188b18e0c388f894"",""angiotensin converting enzyme 2"	 beta interferon	 corticosteroid	 hydroxychloroquine	 lopinavir	 lopinavir plus ritonavir	 methylprednisolone	 peginterferon alpha	 remdesivir	 ribavirin	 ritonavir	 tumor necrosis factor inhibitor	 acute respiratory failure	 aging	 cancer risk	 cardiovascular disease	 cardiovascular risk	 chemosis	 chronic kidney failure	 comorbidity	 conjunctival hyperemia	 conjunctivitis	" beta interferon; corticosteroid; hydroxychloroquine; lopinavir; lopinavir plus ritonavir; methylprednisolone; peginterferon alpha; remdesivir; ribavirin; ritonavir; tumor necrosis factor inhibitor; acute respiratory failure; aging; cancer risk; cardiovascular disease; cardiovascular risk; chemosis; chronic kidney failure; comorbidity; conjunctival hyperemia"	 diabetes mellitus	 digestive system function disorder	 heart disease	 human	 hypertension	 immunopathology	 liver dysfunction	 liver injury	 lung injury	 mental disease	 Middle East respiratory syndrome coronavirus	 nonhuman	 pathogenesis	 Review	 Severe acute respiratory syndrome coronavirus 2	 tuberculosis	" venous thromboembolism"""																																																																																																																																																																																															
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085368994&doi=10.1016%2fj.lfs.2020.117836&partnerID=40&md5=18148a7443b999bd7232e77f3c356599"",""monoclonal antibody"	 monoclonal antibody 1B5	 monoclonal antibody 1D12	 monoclonal antibody 1F8	 monoclonal antibody 2A12	 monoclonal antibody 2B12	 monoclonal antibody 3A7	 monoclonal antibody 3C7	 monoclonal antibody 3F3	 monoclonal antibody 3H12	 monoclonal antibody 4A10	 monoclonal antibody 4A4	 monoclonal antibody 4E2	 monoclonal antibody 4F9	 monoclonal antibody 4G2	 monoclonal antibody 5A5	 monoclonal antibody 5A7	 monoclonal antibody 5D3	 monoclonal antibody 5D6	 monoclonal antibody 5E4	 monoclonal antibody 6B1	 monoclonal antibody CR3014	" monoclonal antibody 1B5; monoclonal antibody 1D12; monoclonal antibody 1F8; monoclonal antibody 2A12; monoclonal antibody 2B12; monoclonal antibody 3A7; monoclonal antibody 3C7; monoclonal antibody 3F3; monoclonal antibody 3H12; monoclonal antibody 4A10; monoclonal antibody 4A4; monoclonal antibody 4E2; monoclonal antibody 4F9; monoclonal antibody 4G2; monoclonal antibody 5A5; monoclonal antibody 5A7; monoclonal antibody 5D3; monoclonal antibody 5D6; monoclonal antibody 5E4; monoclonal antibody 6B1"	 neutralizing antibody fm39	 neutralizing antibody fm6	 neutralizing antibody m396	 racotumomab	 single chain fragment variable antibody	 single chain fragment variable antibody 80R	 unclassified drug	 unindexed drug	 adaptive immunity	 Article	 binding affinity	 coronavirus disease 2019	 Coronavirus infection	 drug potency	 drug targeting	 human	 immunogenicity	 innate immunity	 Middle East respiratory syndrome coronavirus	 nonhuman	 pandemic	 SARS coronavirus	 Severe acute respiratory syndrome coronavirus 2	" virus neutralization"""																																																																																																																																																																																								
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084190037&doi=10.1016%2fj.scitotenv.2020.139179&partnerID=40&md5=485addb2b404480f511a4c8dd7b7fc0e"",""Air pollution control"	 Air quality	 Cogeneration plants	 Nitrogen oxides	 Small power plants	 Air quality improvement	 Benzene and Toluene	 Meteorological variation	 PM2.5 concentration	 Pollution level	 Spatial variations	 Substantial reduction	 Urban conditions	 Heating	 benzene	 carbon dioxide	 coal	 ethylbenzene	 nitrogen dioxide	 ortho xylene	 oxygen	 toluene	" Air quality; Cogeneration plants; Nitrogen oxides; Small power plants; Air quality improvement; Benzene and Toluene; Meteorological variation; PM2.5 concentration; Pollution level; Spatial variations; Substantial reduction; Urban conditions; Heating; benzene; carbon dioxide; coal; ethylbenzene; nitrogen dioxide; ortho xylene; oxygen"	 concentration (composition)	 COVID-19	 disease control	 emission inventory	 environmental assessment	 exhaust emission	 pollutant source	 quarantine	 urban atmosphere	 viral disease	 air pollutant	 air pollution	 air quality	 Article	 comparative study	 coronavirus disease 2019	 electric power plant	 heat wave	 household	 incineration	 Kazakhstan	 meteorological phenomena	 particulate matter	 priority journal	 quarantine	 traffic and transport	 urban area	 Betacoronavirus	 city	 Coronavirus infection	 environmental monitoring	 pandemic	 virus pneumonia	 Almaty	 Kazakhstan	 SARS coronavirus	 Air Pollutants	 Air Pollution	 Betacoronavirus	 Cities	 Coronavirus Infections	 Environmental Monitoring	 Kazakhstan	 Pandemics	 Particulate Matter	" Pneumonia, Viral"""																																																																																																																																																																		
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083712501&doi=10.1016%2fj.scitotenv.2020.138997&partnerID=40&md5=268f091cfd7f81aae3bca2608f05738f"",""Disease control"	 Population statistics	 Transmissions	 Disease transmission	 Maximum temperature	 Meteorological variables	 Minimum temperatures	 Negative correlation	 Population densities	 Positive correlations	 Rainfall measurements	 Diseases	 rain	 air temperature	 COVID	 disease transmission	 infectious disease	 mortality	 population density	 precipitation (climatology)	 respiratory disease	 severe acute respiratory syndrome	" Population statistics; Transmissions; Disease transmission; Maximum temperature; Meteorological variables; Minimum temperatures; Negative correlation; Population densities; Positive correlations; Rainfall measurements; Diseases; rain; air temperature; COVID; disease transmission; infectious disease; mortality; population density; precipitation (climatology); respiratory disease"	 climate	 coronavirus disease 2019	 Coronavirus infection	 correlation analysis	 environmental exposure	 environmental temperature	 human	 mortality	 outcome assessment	 population density	 priority journal	 SARS-related coronavirus	 Severe acute respiratory syndrome coronavirus 2	 virus transmission	 weather	 Betacoronavirus	 climate	 Coronavirus infection	 pandemic	 virus pneumonia	 SARS coronavirus	 Betacoronavirus	 Climate	 Coronavirus Infections	 Humans	 Pandemics	" Pneumonia, Viral"""																																																																																																																																																																																					
"2020,""https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083815964&doi=10.1016%2fj.scitotenv.2020.139021&partnerID=40&md5=25a84d75535c4433ec5883a8c3601599"",""Diagnosis"	 Recovery	 Viruses	 Comprehensive assessment	 Follow-up Studies	 Longitudinal analysis	 Longitudinal study	 Possible mechanisms	 Precautionary measures	 Severe acute respiratory syndrome coronavirus	 World Health Organization	 Diseases	 COVID-19	 disease spread	 epidemiology	 health impact	 health risk	 population outbreak	 public health	 respiratory disease	 viral disease	 World Health Organization	" Recovery; Viruses; Comprehensive assessment; Follow-up Studies; Longitudinal analysis; Longitudinal study; Possible mechanisms; Precautionary measures; Severe acute respiratory syndrome coronavirus; World Health Organization; Diseases; COVID-19; disease spread; epidemiology; health impact; health risk; population outbreak; public health; respiratory disease; viral disease"	 cardiovascular disease	 central nervous system disease	 convalescence	 coronavirus disease 2019	 counseling	 disease association	 eye infection	 follow up	 gastrointestinal disease	 human	 hydration	 kidney injury	 mental stress	 patient assessment	 patient education	 patient monitoring	 patient safety	 pneumonia	 priority journal	 Review	 Severe acute respiratory syndrome coronavirus 2	 yoga	 Betacoronavirus	 Coronavirus infection	 pandemic	 virus pneumonia	 Coronavirus	 SARS coronavirus	 Betacoronavirus	 Coronavirus Infections	 Follow-Up Studies	 Humans	 Pandemics	" Pneumonia, Viral"""																																																																																																																																																																														
