Title,Link
"Neutrophils and Neutrophil Extracellular Traps Drive Necroinflammation in COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086061607&doi=10.3390%2fcells9061383&partnerID=40&md5=a48c213efd8fa7c4d45f8e3b1e30e452"
"A case of imported COVID-19 diagnosed by PCR-positive lower respiratory specimen but with PCR-negative throat swabs","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082648053&doi=10.1080%2f23744235.2020.1744711&partnerID=40&md5=c48917f9ce54c09e18db6385174cc0fe"
"Challenges post-COVID-19: Planning strategies to resume elective dentistry and allied surgical specialities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086117724&doi=10.12968%2fbjhc.2020.0057&partnerID=40&md5=0dab047ba6c24491a4f985ba4c899ef1"
"Tortoises, hares, and vaccines: A cautionary note for SARS-CoV-2 vaccine development","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084606109&doi=10.1016%2fj.vaccine.2020.04.073&partnerID=40&md5=909b2ea9fb2dc594d8eeb104ab3c161c"
"Diagnostic Testing for Severe Acute Respiratory Syndrome-Related Coronavirus 2: A Narrative Review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083757800&doi=10.7326%2fM20-1301&partnerID=40&md5=9d0c69ae7c0cc58f397ec0c82609dc0b"
"Persistence of intestinal SARS-CoV-2 infection in patients with COVID-19 leads to re-admission after pneumonia resolved","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084490629&doi=10.1016%2fj.ijid.2020.04.063&partnerID=40&md5=ee64a77192357c826c426c5057b3fbdc"
"The Proteins of Severe Acute Respiratory Syndrome Coronavirus-2 (SARS CoV-2 or n-COV19), the Cause of COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085315064&doi=10.1007%2fs10930-020-09901-4&partnerID=40&md5=9a308b8a907449dec947ebdd231b18c9"
"Analysis of the hosts and transmission paths of SARS-CoV-2 in the COVID-19 outbreak","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086317817&doi=10.3390%2fgenes11060637&partnerID=40&md5=fc22a0348f6360c29a0a79f37f6dac19"
"Practical Guidelines for Collection, Manipulation and Inactivation of SARS-CoV-2 and COVID-19 Clinical Specimens","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086052170&doi=10.1002%2fcpcy.77&partnerID=40&md5=0bd71c3ff159d2f01a6f0e9584cea783"
"Presence of viral RNA of SARS-CoV-2 in conjunctival swab specimens of COVID-19 patients","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085538833&doi=10.4103%2fijo.IJO_1287_20&partnerID=40&md5=03048073b137ddefd52639d665d4f7c1"
"Composition and divergence of coronavirus spike proteins and host ACE2 receptors predict potential intermediate hosts of SARS-CoV-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081543024&doi=10.1002%2fjmv.25726&partnerID=40&md5=a05ef8189be54ee8b4597752c2d779cf"
"Involvement of the Nervous System in SARS-CoV-2 Infection","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084653628&doi=10.1007%2fs12640-020-00219-8&partnerID=40&md5=4e56303778856d7d279b98f761db4c11"
"SARS-CoV-2: Is it the newest spark in the TORCH?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083574909&doi=10.1016%2fj.jcv.2020.104372&partnerID=40&md5=5f62af99d36ecf7f7d6b99df9e665b5e"
"Updated approaches against SARS-CoV-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083066964&doi=10.1128%2fAAC.00483-20&partnerID=40&md5=fd2060728d67ec83459216eb5368cdc5"
"Comparing the analytical performance of three SARS-CoV-2 molecular diagnostic assays","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083761913&doi=10.1016%2fj.jcv.2020.104384&partnerID=40&md5=bbd1856db65ed9351fa3ea347286b277"
"Interpret with caution: An evaluation of the commercial AusDiagnostics versus in-house developed assays for the detection of SARS-CoV-2 virus","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083828993&doi=10.1016%2fj.jcv.2020.104374&partnerID=40&md5=6ac83f135f1b0a06a23a1a655e1f95e5"
"Rapid and visual detection of 2019 novel coronavirus (SARS-CoV-2) by a reverse transcription loop-mediated isothermal amplification assay","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083632472&doi=10.1016%2fj.cmi.2020.04.001&partnerID=40&md5=2eb693066451c7dc0e48d8b764aaa08e"
"Positive rate of RT-PCR detection of SARS-CoV-2 infection in 4880 cases from one hospital in Wuhan, China, from Jan to Feb 2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081208379&doi=10.1016%2fj.cca.2020.03.009&partnerID=40&md5=12902133c2d0291d9f4e66fd7fa9e5f1"
"Two Detailed Plaque Assay Protocols for the Quantification of Infectious SARS-CoV-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085855246&doi=10.1002%2fcpmc.105&partnerID=40&md5=5f221ed2cffbcea1c24b653581e91bf7"
"Potential anti-SARS-CoV-2 drug candidates identified through virtual screening of the ChEMBL database for compounds that target the main coronavirus protease","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084617137&doi=10.1002%2f2211-5463.12875&partnerID=40&md5=cba9fc6a7cdf6290dff860310a7afa08"
"Cannabinoid receptor type 2: A possible target in SARS-CoV-2 (CoV-19) infection?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085713638&doi=10.3390%2fijms21113809&partnerID=40&md5=bfb65585d6cc49c356020da10b7e4aa9"
"Evolutionary history, potential intermediate animal host, and cross-species analyses of SARS-CoV-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081322505&doi=10.1002%2fjmv.25731&partnerID=40&md5=bf6d6d047205b0528168a818ed0873d8"
"Genomic characterization of a novel SARS-CoV-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083306870&doi=10.1016%2fj.genrep.2020.100682&partnerID=40&md5=24d8ffa3a68b0a1d43400e70e01e94cc"
"A review on sars-cov-2 virology, pathophysiology, animal models, and anti-viral interventions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086041727&doi=10.3390%2fpathogens9060426&partnerID=40&md5=f3e50cb56a85acb03c6a17e1ebea5872"
"Lung involvement found on chest CT scan in a pre-symptomatic person with SARS-CoV-2 infection: A case report","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083333153&doi=10.3390%2ftropicalmed5020056&partnerID=40&md5=13f645f91fb68d01de16ba8ed6fdb6b3"
"Immunoinformatics and structural analysis for identification of immunodominant epitopes in SARS-CoV-2 as potential vaccine targets","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086328199&doi=10.3390%2fvaccines8020290&partnerID=40&md5=d4b7dda2546f5e848b677a7728ca4586"
"A novel synonymous mutation of SARS-COV-2: Is this possible to affect their antigenicity and immunogenicity?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085103248&doi=10.3390%2fvaccines8020220&partnerID=40&md5=c6e8c1da0a5d2a274985014875b19a5e"
"Topical preparations to reduce SARS-CoV-2 aerosolization in head and neck mucosal surgery","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083979765&doi=10.1002%2fhed.26200&partnerID=40&md5=a82cb66f4422a7df22d27c71ee33db92"
"Potential Antiviral Drugs for SARS-Cov-2 Treatment: Preclinical Findings and Ongoing Clinical Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086051133&doi=10.21873%2finvivo.11949&partnerID=40&md5=f969f7cec42684ddfaa69efc59aa545f"
"Potential dual dengue and SARS-CoV-2 infection in Thailand: A case study","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086097817&doi=10.1016%2fj.heliyon.2020.e04175&partnerID=40&md5=99111a25037a396fead24d582e6c854d"
"Key residues of the receptor binding motif in the spike protein of SARS-CoV-2 that interact with ACE2 and neutralizing antibodies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084742958&doi=10.1038%2fs41423-020-0458-z&partnerID=40&md5=d7169cb20274990a863abf204589b75e"
"From SARS and MERS CoVs to SARS-CoV-2: Moving toward more biased codon usage in viral structural and nonstructural genes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081579482&doi=10.1002%2fjmv.25754&partnerID=40&md5=ed78569b78af041582b23c412ee6754e"
"Chaos game representation dataset of SARS-CoV-2 genome","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083888161&doi=10.1016%2fj.dib.2020.105618&partnerID=40&md5=8588f1766caf2503cd3f3083318aab68"
"Diet supplementation, probiotics, and nutraceuticals in SARS-CoV-2 infection: A scoping review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086103070&doi=10.3390%2fnu12061718&partnerID=40&md5=3af289d79a892f897eba32a8b7c860bf"
"Lianhuaqingwen exerts anti-viral and anti-inflammatory activity against novel coronavirus (SARS-CoV-2)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083017858&doi=10.1016%2fj.phrs.2020.104761&partnerID=40&md5=7f579ee806432f1441ad4d43295e5528"
"EEG findings in acutely ill patients investigated for SARS-CoV-2/COVID-19: A small case series preliminary report","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086029689&doi=10.1002%2fepi4.12399&partnerID=40&md5=783a1c1336f2df7f1b2d6ed7c6cad679"
"Potential fecal transmission of SARS-CoV-2: Current evidence and implications for public health","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085068864&doi=10.1016%2fj.ijid.2020.04.057&partnerID=40&md5=988164b3524d05ef20b3553b69cdd985"
"COVID-19: The Potential Role of Copper and N-acetylcysteine (NAC) in a Combination of Candidate Antiviral Treatments Against SARS-CoV-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086051384&doi=10.21873%2finvivo.11946&partnerID=40&md5=87146b667a45bf316d154af9ac4839d6"
"Airborne transmission of SARS-CoV-2: The world should face the reality","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083010815&doi=10.1016%2fj.envint.2020.105730&partnerID=40&md5=d91a72dfd55390b4e966e62dba7e811c"
"Sars-cov-2 infection and the liver","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085876256&doi=10.3390%2fpathogens9060430&partnerID=40&md5=bc5655f144864ba297956d31c8600d28"
"Prudently conduct the engineering and synthesis of the SARS-CoV-2 virus","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083339749&doi=10.1016%2fj.synbio.2020.03.002&partnerID=40&md5=1bef2a4380b05dfcaec5f29e6f34b2e3"
"The potential chemical structure of anti-SARS-CoV-2 RNA-dependent RNA polymerase","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081973139&doi=10.1002%2fjmv.25761&partnerID=40&md5=f24517404479a3cde0e08f7e16a4ab73"
"The establishment of reference sequence for SARS-CoV-2 and variation analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082028740&doi=10.1002%2fjmv.25762&partnerID=40&md5=94714c3253c5f324b09e3bd78efe88df"
"SARS-CoV-2 and diabetes: New challenges for the disease","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085527106&doi=10.1016%2fj.diabres.2020.108228&partnerID=40&md5=f0aed7554f5980c98c12210df52a7e34"
"Spatial–temporal variations in atmospheric factors contribute to SARS-CoV-2 outbreak","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085688092&doi=10.3390%2fv12060588&partnerID=40&md5=89dd2f1689c120bf1822181d69f31abe"
"Prediction of novel inhibitors of the main protease (M-pro) of SARS-CoV-2 through consensus docking and drug reposition","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085904763&doi=10.3390%2fijms21113793&partnerID=40&md5=b983addc77d8b803da9caf6a565edb81"
"SARS-CoV-2 and COVID-19: Is interleukin-6 (IL-6) the ‘culprit lesion’ of ARDS onset? What is there besides Tocilizumab? SGP130Fc","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085046896&doi=10.1016%2fj.cytox.2020.100029&partnerID=40&md5=4d880995c40e08eea976c874f3cc4e16"
"Nuklearmedizin zu Zeiten der SARS-CoV-2 Pandemie: 18F-FDG-PET/CT zur Visualisierung von COVID-19 [Nuclear medicine in SARS-CoV-2 pandemia: 18F-FDG-PET/CT to visualize COVID-19]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083211218&doi=10.1055%2fa-1152-2341&partnerID=40&md5=d7944539ba2fa6b56b730405cfff2668"
"Managing COVID-19 in Renal Transplant Recipients: A Review of Recent Literature and Case Supporting Corticosteroid-sparing Immunosuppression","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084616528&doi=10.1002%2fphar.2410&partnerID=40&md5=dd7d9982d833d8aaea089497c6cac753"
"Transmission routes of SARS-CoV-2 and protective measures in dental clinics during the COVID-19 pandemic","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085905127&partnerID=40&md5=d7ae15c79b8697469290f39a0774f7e1"
"COVID-19 in Italy: Dataset of the Italian Civil Protection Department","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083289137&doi=10.1016%2fj.dib.2020.105526&partnerID=40&md5=600f0e4da964a99e9f3e8124d74b1103"
"Dynamic profile of RT-PCR findings from 301 COVID-19 patients in Wuhan, China: A descriptive study","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083883385&doi=10.1016%2fj.jcv.2020.104346&partnerID=40&md5=a481e62d4cd487b087f033c93c40580b"
"Development of a rapid test kit for SARS-CoV-2: an example of product design","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084489157&doi=10.1007%2fs42242-020-00075-7&partnerID=40&md5=cd23844b25fa68aa62438d9c20342435"
"Isolation and rapid sharing of the 2019 novel coronavirus (SARS-CoV-2) from the first patient diagnosed with COVID-19 in Australia","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082622455&doi=10.5694%2fmja2.50569&partnerID=40&md5=093289542c597c33eaae719b26d1dfaf"
"COVID-19 immunopathology and the central nervous system: Implication for multiple sclerosis and other autoimmune diseases with associated demyelination","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086014512&doi=10.3390%2fbrainsci10060345&partnerID=40&md5=2b6055a064c03e625113a300aa1e027c"
"Cerebrovascular and neurological dysfunction under the threat of COVID-19: Is there a comorbid role for smoking and vaping?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085884384&doi=10.3390%2fijms21113916&partnerID=40&md5=982126cb7a03e1277ab92374ee3788c4"
"Positive effects of COVID-19 control measures on influenza prevention","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084968875&doi=10.1016%2fj.ijid.2020.04.009&partnerID=40&md5=58edfcac66ac5f63e7f2c6d03c2e2470"
"Development of a portable, ultra-rapid and ultra-sensitive cell-based biosensor for the direct detection of the SARS-COV-2 S1 spike protein antigen","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085730948&doi=10.3390%2fs20113121&partnerID=40&md5=a6032383ba70c105565bb58f739250e8"
"Molecular Targets for the Testing of COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086041348&doi=10.1002%2fbiot.202000152&partnerID=40&md5=852110489e89c8bf00a9a446da3d8ce4"
"Epigenetic dysregulation of ACE2 and interferon-regulated genes might suggest increased COVID-19 susceptibility and severity in lupus patients","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083343210&doi=10.1016%2fj.clim.2020.108410&partnerID=40&md5=35c22513842aed9155732a75aab880c4"
"Clinical manifestation, diagnosis, prevention and control of SARS-CoV-2 (COVID-19) during the outbreak period","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083545567&partnerID=40&md5=37a6c9b414ac34dfcde0050d624de454"
"Anesthesia and COVID-19: What We Should Know and What We Should Do","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084415000&doi=10.1177%2f1089253220921590&partnerID=40&md5=2063e1b8cb3d9acd2cee9c8238d3e0c8"
"Ocular Manifestations of COVID-19 (SARS-CoV-2): A Critical Review of Current Literature","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086053051&doi=10.21873%2finvivo.11952&partnerID=40&md5=8093a5df3030908fc9074e1a15e29547"
"The transmission and diagnosis of 2019 novel coronavirus infection disease (COVID-19): A Chinese perspective","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081694707&doi=10.1002%2fjmv.25749&partnerID=40&md5=5a8fc50dfa260f350abaf37ec6f9bc36"
"Is the kidney a target of SARS-CoV-2?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086052441&doi=10.1152%2fajprenal.00160.2020&partnerID=40&md5=3bec39f93a00dd335716eabbab01dbe9"
"Dynamics of population immunity due to the herd effect in the COVID-19 pandemic","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085491117&doi=10.3390%2fvaccines8020236&partnerID=40&md5=7504df24dddf65159e5335a959723d3b"
"COVID-19-Related Stroke","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084616511&doi=10.1007%2fs12975-020-00818-9&partnerID=40&md5=337465196742d95c784dd635ae237207"
"Surgical management of suspected or confirmed SARS-CoV-2 (COVID-19)-positive patients: a model stemming from the experience at Level III Hospital in Emilia-Romagna, Italy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083982481&doi=10.1007%2fs00068-020-01377-2&partnerID=40&md5=6ba66d021785186f3f523ee334750d48"
"SARS-CoV-2-Induced Vomiting as Onset Symptom in a Patient with COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083960713&doi=10.1007%2fs10620-020-06285-4&partnerID=40&md5=8e447eb1437e98bad05c86f85c785fbb"
"Personal protective equipment in the response to the SARS-CoV-2 outbreak - A letter to the editor on “World Health Organization declares global emergency: A review of the 2019 novel coronavirus (COVID-19)” (Int J Surg 2020; 76:71–6)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083496226&doi=10.1016%2fj.ijsu.2020.04.051&partnerID=40&md5=ca06983167ca00822a7e205f7371383d"
"Coronavirus: Update Related to the Current Outbreak of COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083526491&doi=10.1007%2fs40121-020-00295-5&partnerID=40&md5=407aae601e9c29ab237ec193eeed096f"
"SARS-CoV-2 orf1b Gene Sequence in the NTNG1 Gene on Human Chromosome 1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086052575&doi=10.21873%2finvivo.11953&partnerID=40&md5=5f95cdafdc6cb857a1d07003bf7ccf23"
"COVID-19 infection in kidney transplant recipients","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083775268&doi=10.1016%2fj.kint.2020.03.018&partnerID=40&md5=468d632b065e88da0a34964d66c995af"
"Covid-19 and drug therapy, what we learned","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084323147&doi=10.1007%2fs11096-020-01049-6&partnerID=40&md5=519d2141a9afa858bdeb1055373cca98"
"Improving the efficacy of Chloroquine and Hydroxychloroquine against SARS-CoV-2 may require Zinc additives - A better synergy for future COVID-19 clinical trials","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084167753&partnerID=40&md5=1cb60ead6cdbe0168a8d67fc9ee36bfc"
"Exploring the genetics, ecology of SARS-COV-2 and climatic factors as possible control strategies against COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083545460&partnerID=40&md5=6c14a3187cba1eef63c9689e7f322018"
"CD147 as a Target for COVID-19 Treatment: Suggested Effects of Azithromycin and Stem Cell Engagement","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083671764&doi=10.1007%2fs12015-020-09976-7&partnerID=40&md5=960931ee97bcb6f138d8b5e8eb36f0cf"
"Delayed Initiation of Remdesivir in a COVID-19-Positive Patient","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083419291&doi=10.1002%2fphar.2403&partnerID=40&md5=e97cd28544f3e7201d2e63f5607bd7b2"
"From SARS to COVID-19: A previously unknown SARS- related coronavirus (SARS-CoV-2) of pandemic potential infecting humans – Call for a One Health approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081240462&doi=10.1016%2fj.onehlt.2020.100124&partnerID=40&md5=92f4f216c0d12917075b6d3b4ff557f8"
"Air pollution and COVID-19: Is the connect worth its weight?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085997097&doi=10.4103%2fijph.IJPH_466_20&partnerID=40&md5=79be15b673c7fc9d35d345f4da1fd80f"
"Head and neck oncology during the COVID-19 pandemic: Reconsidering traditional treatment paradigms in light of new surgical and other multilevel risks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083358166&doi=10.1016%2fj.oraloncology.2020.104684&partnerID=40&md5=d871fad36d88c4c22630657c90085246"
"From wuhan to COVID-19 pandemic: An up-to-date review of its pathogenesis, potential therapeutics, and recent advances","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086133060&doi=10.3390%2fmicroorganisms8060850&partnerID=40&md5=eebdfb858a5f4a1f8ffe4570afe915c9"
"Radiotherapy during COVID-19 pandemic. How to create a No fly zone: a Northern Italy experience","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085324929&doi=10.1007%2fs11547-020-01217-8&partnerID=40&md5=20a6bd50ed2bddaa066a0ab6b6e26816"
"COVID-19 Coronavirus spike protein analysis for synthetic vaccines, a peptidomimetic antagonist, and therapeutic drugs, and analysis of a proposed achilles’ heel conserved region to minimize probability of escape mutations and drug resistance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084513142&doi=10.1016%2fj.compbiomed.2020.103749&partnerID=40&md5=4931be3b990da20ff44be9fe4e27b67e"
"A Practical Approach to the Management of Cancer Patients During the Novel Coronavirus Disease 2019 (COVID-19) Pandemic: An International Collaborative Group","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083184213&doi=10.1634%2ftheoncologist.2020-0213&partnerID=40&md5=b766744e52acf3e52329836e1c1c38a8"
"Challenges in laboratory diagnosis of the novel coronavirus SARS-CoV-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085636317&doi=10.3390%2fv12060582&partnerID=40&md5=b37ac77a08cf5360c2013c0177bdf9a2"
"Type 1 interferons as a potential treatment against COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082856980&doi=10.1016%2fj.antiviral.2020.104791&partnerID=40&md5=88e5f624119db5ec486adf81185ab9cd"
"Vaccines for SARS-CoV-2: Lessons from Other Coronavirus Strains","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083965926&doi=10.1007%2fs40121-020-00300-x&partnerID=40&md5=dd33232c7640762ccd07bf30503fe1c4"
"Implications for forensic death investigations from first Swiss post-mortem CT in a case of non-hospital treatment with COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083443029&doi=10.1016%2fj.fri.2020.200378&partnerID=40&md5=d40d75adadad842b78fde4f36145166b"
"“The storm has arrived”: the impact of SARS-CoV-2 on medical students","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085340620&doi=10.1007%2fs40037-020-00592-2&partnerID=40&md5=e5c701dec731e2a252b1bafedf91de99"
"SARS-CoV-2 Laboratory Testing in India's Pandemic Response: A Public Health Perspective","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085999795&doi=10.4103%2fijph.IJPH_491_20&partnerID=40&md5=28f4cc244717d9b29744561a699ec6ed"
"Otolaryngology Providers Must Be Alert for Patients with Mild and Asymptomatic COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083423202&doi=10.1177%2f0194599820920649&partnerID=40&md5=023a6e6514c9cb3ef3c2698606aba5bc"
"Analyzing the epidemiological outbreak of COVID-19: A visual exploratory data analysis approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081898447&doi=10.1002%2fjmv.25743&partnerID=40&md5=79e247e37cb00933d723a3b6958183c3"
"Short-term effects of Ambient Ozone, PM2.5, and meteorological factors on COVID-19 confirmed cases and deaths in Queens, New York","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086122755&doi=10.3390%2fijerph17114047&partnerID=40&md5=5c8664a6d9b7d2723cdbfe3d6a61e2cf"
"Recent insight into SARS-COV2 immunopathology and rationale for potential treatment and preventive strategies in COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085215042&doi=10.3390%2fvaccines8020224&partnerID=40&md5=0923b83834a30aac00212d24a0e5249e"
"Epidemic update of COVID-19 in Hubei Province compared with other regions in China","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084617596&doi=10.1016%2fj.ijid.2020.04.031&partnerID=40&md5=abbc4833c64fdbcff4aa5a25704cc279"
"Proactive COVID-19 infection prevention measures in a hyperbaric oxygen therapy center","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085675560&doi=10.3390%2fmedicina56060261&partnerID=40&md5=2fc4d5059f365c28e54b26a90ef8c6ce"
"Coronavirus disease 2019 (COVID-19) pandemic and pregnancy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083160553&doi=10.1016%2fj.ajog.2020.03.021&partnerID=40&md5=208676facbfde8746812e33f86de45c8"
"The lysosome: A potential juncture between SARS-CoV-2 infectivity and Niemann-Pick disease type C, with therapeutic implications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084616967&doi=10.1096%2ffj.202000654R&partnerID=40&md5=0f97dc6ab9497ca5ad7b3ffc13d2987a"
"Does the pathogenesis of SARS-CoV-2 virus decrease at high-altitude?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083721542&doi=10.1016%2fj.resp.2020.103443&partnerID=40&md5=fed925db794a988dfba6254ed620b343"
"Combating COVID-19 with mesenchymal stem cell therapy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085562631&doi=10.1016%2fj.btre.2020.e00467&partnerID=40&md5=b222a68b483a89f43ca9e26c7b9f39be"
"Lung ultrasound and computed tomographic findings in pregnant woman with COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083172365&doi=10.1002%2fuog.22034&partnerID=40&md5=f495ee51b51328a1643b60ba829ade51"
"A preliminary investigation on the statistical correlations between SARS-CoV-2 spread and local meteorology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086151825&doi=10.3390%2fijerph17114051&partnerID=40&md5=17545e4d5bde911c672a3e08145d2bca"
"Patients with Cancer Appear More Vulnerable to SARS-CoV-2: A Multicenter Study during the COVID-19 Outbreak","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084469877&doi=10.1158%2f2159-8290.CD-20-0422&partnerID=40&md5=014ab07dd959d424a83346ed1afe6e6f"
"Evidence for systematic autopsies in COVID-19 positive deceased: Case report of the first German investigated COVID-19 death [Beweise für systematische Autopsien bei COVID-19-positiv Verstorbenen: Fallbericht über den ersten deutschen untersuchten COVID-19-Todesfall]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085300306&doi=10.1007%2fs00194-020-00401-4&partnerID=40&md5=7a02749826fef5a4573f5f05100386fc"
"Managing head and neck cancer patients with tracheostomy or laryngectomy during the COVID-19 pandemic","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083681879&doi=10.1002%2fhed.26171&partnerID=40&md5=03e6b666a2f205e5d5414523489253fe"
"Protection and disinfection policies against SARS-CoV-2 (COVID-19)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083544414&partnerID=40&md5=3d64329329bd017d8fe789ca398514b5"
"COVID-19 in diabetic patients: Related risks and specifics of management [COVID-19 chez les patients diabétiques: risques associés et spécificités de prise en charge]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084728491&doi=10.1016%2fj.ando.2020.05.001&partnerID=40&md5=241bad25fe54b1bec3dfa30e79dc5dee"
"Clinical characteristics and risk assessment of newborns born to mothers with COVID-19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083090683&doi=10.1016%2fj.jcv.2020.104356&partnerID=40&md5=c5e57398fded76967ed48cca37163dd9"
